name,f_year,l_year,tournament_duration,total_matches,minutes,surface,best_of,t_month,most_wins,df,ace,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced
Davis Cup G2 R2: LTU vs GEO,2017,2017,1,4,87.75,Hard,5,4,Nikoloz Basilashvili,27.5,20.0,483.0,277.5,192.0,105.5,77.5,35.5,55.0
Davis Cup G2 R2: LTU vs RSA,2016,2016,1,4,112.667,Clay,5,7,Laurynas Grigelis,10.0,28.0,502.5,294.0,208.0,118.5,87.0,23.0,40.0
Davis Cup G2 R2: LUX vs BUL,2015,2015,1,4,0.0,Clay,5,7,Dimitar Kuzmanov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: MDA vs BLR,2014,2014,1,4,0.0,Clay,5,4,Radu Albot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: MEX vs BAH,2004,2004,1,4,0.0,Clay,5,4,Alejandro Hernandez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: MEX vs BAR,2012,2012,1,4,0.0,Clay,5,4,Cesar Ramirez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: MEX vs PER,2014,2018,5,7,124.667,Hard,3,4,Miguel Angel Reyes Varela,17.5,24.5,403.0,226.0,162.5,88.5,60.0,27.0,38.5
Davis Cup G2 R2: MON vs ALG,2008,2008,1,4,0.0,Clay,5,7,Benjamin Balleret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: MON vs LAT,2013,2013,1,4,0.0,Clay,5,4,Ernests Gulbis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: NOR vs DEN,2017,2017,1,4,134.75,Hard,5,4,Frederik Nielsen,26.5,23.5,629.5,402.0,275.0,128.0,97.5,40.5,57.5
Davis Cup G2 R2: NOR vs MKD,2006,2006,1,4,0.0,Clay,5,7,Predrag Rusevski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: NZL vs INA,2009,2009,1,4,0.0,Hard,5,7,Daniel King Turner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: NZL vs KUW,2005,2005,1,4,0.0,Hard,5,7,Mark Nielsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: NZL vs PAK,2010,2010,1,4,0.0,Hard,5,7,Jose Rubin Statham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: PAK vs NZL,2013,2013,1,4,0.0,Grass,5,4,Daniel King Turner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: PAR vs DOM,2007,2007,1,4,0.0,Clay,5,4,Ramon Delgado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: PAR vs MEX,2003,2010,8,8,0.0,Clay,5,7,Daniel Garza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: PAR vs VEN,2011,2011,1,3,0.0,Clay,5,7,Diego Galeano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: PER vs DOM,2011,2011,1,3,0.0,Clay,5,7,Duilio Beretta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: PER vs MEX,2016,2016,1,4,158.25,Clay,5,7,Mauricio Echazu,18.0,25.0,623.0,409.0,259.5,119.0,98.0,45.5,71.5
Davis Cup G2 R2: PER vs VEN,2013,2013,1,4,0.0,Clay,5,4,Ricardo Rodriguez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: PHI vs PAK,2009,2014,6,12,0.0,Clay,5,7,Treat Conrad Huey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: PHI vs THA,2013,2017,5,8,64.0,Clay,5,4,Ruben Gonzales,22.5,29.5,469.0,298.0,215.0,84.5,75.5,21.0,37.0
Davis Cup G2 R2: POL vs ALG,2004,2004,1,4,0.0,Clay,5,7,Lukasz Kubot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: POL vs GEO,2006,2006,1,4,0.0,Clay,5,7,Irakli Labadze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: POL vs ZIM,2018,2018,1,4,79.75,Hard,3,4,Kamil Majchrzak,10.5,20.5,341.5,222.0,152.5,57.5,57.5,16.5,32.5
Davis Cup G2 R2: POR vs ALG,2005,2005,1,4,0.0,Clay,5,7,Slimane Saoudi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: POR vs CYP,2008,2010,3,8,0.0,Clay,5,7,Frederico Gil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: POR vs FIN,2015,2015,1,4,0.0,Clay,5,7,Joao Sousa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: POR vs LTU,2013,2013,1,4,0.0,Clay,5,4,Gastao Elias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: POR vs SCG,2004,2004,1,4,0.0,Clay,5,7,Boris Pashanski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: ROU vs MAR,2018,2018,1,4,55.75,Hard,3,4,Marius Copil,13.5,10.5,266.0,149.5,107.0,63.0,46.0,4.0,15.5
Davis Cup G2 R2: RSA vs DEN,2008,2008,1,4,0.0,Hard,5,7,Kevin Anderson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: RSA vs LTU,2014,2014,1,4,0.0,Hard,5,4,Ricardas Berankis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: RSA vs POR,2003,2003,1,4,0.0,Hard,5,7,Rik De Voest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: RSA vs SLO,2017,2017,1,4,111.75,Hard,5,4,Lloyd Harris,20.0,58.5,525.5,309.0,238.0,122.5,86.5,4.0,13.0
Davis Cup G2 R2: SLO vs BUL,2010,2010,1,4,0.0,Clay,5,7,Blaz Kavcic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: SLO vs LAT,2005,2005,1,4,0.0,Clay,5,7,Marko Tkalec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: SLO vs LTU,2009,2009,1,4,0.0,Clay,5,7,Grega Zemlja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: SLO vs MAR,2007,2007,1,4,0.0,Hard,5,7,Younes El Aynaoui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: SWE vs TUR,2017,2017,1,4,157.75,Clay,3,4,Christian Lindell,20.5,35.5,693.5,435.0,298.0,130.0,104.0,34.0,56.5
Davis Cup G2 R2: THA vs INA,2011,2011,1,4,0.0,Hard,5,7,Danai Udomchoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: THA vs KUW,2014,2014,1,4,0.0,Hard,5,4,Pruchya Isarow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: THA vs PHI,2018,2018,1,4,86.75,Clay,3,4,Wishaya Trongcharoenchaikul,10.0,34.0,369.5,207.5,152.5,97.0,63.0,12.5,21.0
Davis Cup G2 R2: TPE vs PHI,2015,2016,2,6,154.667,Clay,5,7,Ti Chen,11.5,19.5,470.0,308.0,198.5,80.5,76.5,27.5,52.5
Davis Cup G2 R2: TUR vs BIH,2016,2016,1,3,164.333,Clay,5,7,Damir Dzumhur,21.5,15.5,592.5,367.5,241.5,121.0,87.5,31.5,55.0
Davis Cup G2 R2: TUR vs BLR,2015,2015,1,4,0.0,Hard,5,7,Marsel Ilhan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: UKR vs CYP,2012,2012,1,4,0.0,Hard,5,4,Sergiy Stakhovsky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: UKR vs HUN,2005,2005,1,4,0.0,Hard,5,7,Sergei Yaroshenko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: URU vs DOM,2005,2005,1,4,0.0,Clay,5,7,Marcel Felder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: URU vs ECU,2007,2007,1,4,0.0,Clay,5,4,Pablo Cuevas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: VEN vs DOM,2012,2012,1,3,0.0,Hard,5,4,Victor Estrella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: VEN vs ESA,2015,2015,1,4,0.0,Hard,5,7,Marcelo Arevalo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: VEN vs MEX,2009,2009,1,4,0.0,Hard,5,7,Daniel Vallverdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: VEN vs PER,2010,2010,1,3,0.0,Hard,5,7,David Souto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R2: VEN vs URU,2018,2018,1,4,99.25,Clay,3,4,Pablo Cuevas,11.0,20.5,429.0,268.5,182.0,89.5,64.5,30.0,43.0
Davis Cup G2 R2: VIE vs THA,2016,2016,1,4,117.25,Hard,3,7,Kittipong Wachiramanowong,33.0,54.0,477.5,267.0,201.0,115.0,80.0,18.5,33.5
Davis Cup G2 R2: YUG vs BUL,2003,2003,1,4,0.0,Clay,5,7,Janko Tipsarevic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: BAR vs MEX,2014,2014,1,4,0.0,Hard,5,9,Darian King,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: BAR vs VEN,2017,2017,1,4,107.667,Hard,3,9,Darian King,11.0,5.0,311.5,235.0,154.0,36.5,53.5,23.5,39.0
Davis Cup G2 R3: BIH vs LTU,2014,2014,1,4,0.0,Hard,5,9,Ricardas Berankis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: BLR vs DEN,2016,2016,1,4,161.5,Hard,5,9,Ilya Ivashka,31.5,32.0,773.5,492.0,336.0,135.0,114.0,44.0,72.0
Davis Cup G2 R3: BUL vs HUN,2015,2015,1,4,0.0,Clay,5,9,Marton Fucsovics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: CHI vs VEN,2015,2015,1,4,0.0,Clay,5,9,Gonzalo Lama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: DEN vs BIH,2011,2011,1,4,0.0,Hard,5,9,Amer Delic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: DEN vs RSA,2017,2017,1,3,128.333,Hard,5,9,Lloyd Harris,23.0,20.0,437.5,251.0,177.5,87.5,68.0,23.5,41.0
Davis Cup G2 R3: DOM vs MEX,2012,2012,1,4,0.0,Clay,5,9,Victor Estrella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: DOM vs VEN,2009,2009,1,4,0.0,Clay,5,9,Victor Estrella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: EGY vs FIN,2018,2018,1,4,104.25,Clay,3,9,Mohamed Safwat,20.0,19.5,408.5,262.0,177.0,73.0,60.5,26.5,40.5
Davis Cup G2 R3: ESA vs VEN,2013,2013,1,3,0.0,Hard,5,9,Rafael Arevalo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: GBR vs HUN,2011,2011,1,4,0.0,Hard,5,9,Andy Murray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: GRE vs YUG,2003,2003,1,4,0.0,Clay,5,9,Konstantinos Economidis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: INA vs PHI,2012,2012,1,4,0.0,Hard,5,9,Christopher Rungkat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: KOR vs THA,2011,2011,1,3,0.0,Hard,5,9,Yong Kyu Lim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: LAT vs FIN,2013,2013,1,4,0.0,Hard,5,9,Ernests Gulbis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: LAT vs UKR,2012,2012,1,4,0.0,Hard,5,9,Ernests Gulbis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: LTU vs BIH,2016,2016,1,4,108.75,Hard,3,9,Damir Dzumhur,12.0,36.5,532.5,352.0,254.0,97.5,89.0,25.5,39.5
Davis Cup G2 R3: LTU vs SLO,2010,2010,1,4,0.0,Hard,5,9,Grega Zemlja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: MDA vs POR,2013,2013,1,4,0.0,Hard,5,9,Radu Albot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: MEX vs VEN,2010,2010,1,4,0.0,Clay,5,9,Daniel Garza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: PAK vs THA,2017,2017,1,4,154.75,Grass,5,9,Aqeel Khan,35.0,88.0,718.5,416.5,329.5,152.5,116.0,39.0,59.0
Davis Cup G2 R3: PAK vs TPE,2015,2015,1,4,0.0,Hard,5,9,Aqeel Khan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: PAR vs PER,2011,2011,1,3,0.0,Clay,5,9,Mauricio Echazu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: PER vs VEN,2016,2016,1,4,178.0,Clay,5,9,Nicolas Alvarez,27.5,26.5,675.5,438.0,283.5,110.0,98.5,54.5,83.0
Davis Cup G2 R3: PHI vs NZL,2009,2013,5,8,0.0,Clay,5,9,Michael Venus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: POL vs BLR,2012,2012,1,4,0.0,Hard,5,9,Lukasz Kubot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: POR vs BIH,2010,2010,1,4,0.0,Clay,5,9,Frederico Gil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: POR vs BLR,2015,2015,1,4,0.0,Clay,5,9,Egor Gerasimov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: ROU vs POL,2018,2018,1,4,78.75,Clay,3,9,Hubert Hurkacz,8.0,36.5,369.5,238.5,177.0,76.0,59.0,18.0,24.0
Davis Cup G2 R3: SWE vs LTU,2017,2017,1,4,102.0,Clay,5,9,Mikael Ymer,14.0,11.5,479.5,281.0,190.0,96.5,77.5,28.5,52.5
Davis Cup G2 R3: THA vs LBN,2018,2018,1,4,96.75,Hard,3,9,Hady Habib,21.5,39.5,437.5,264.0,199.5,92.0,73.0,14.0,26.0
Davis Cup G2 R3: THA vs NZL,2010,2010,1,4,0.0,Hard,5,9,Jose Rubin Statham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: THA vs PAK,2014,2014,1,4,0.0,Hard,5,9,Danai Udomchoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 R3: TPE vs THA,2016,2016,1,4,129.0,Hard,5,9,Kuan Yi Lee,21.5,49.0,504.5,309.0,213.0,103.5,79.0,24.5,43.0
Davis Cup G2 R3: URU vs MEX,2018,2018,1,3,107.0,Clay,3,9,Pablo Cuevas,11.5,17.5,326.0,189.5,129.5,64.5,50.5,15.5,30.0
Davis Cup G2 SF: BAH vs DOM,1989,1989,1,4,0.0,Hard,5,4,Roger Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: BAH vs PER,1992,1992,1,4,0.0,Hard,5,3,Jaime Yzaga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: BAR vs COL,1990,1990,1,4,0.0,Hard,5,6,Alvaro Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: CHI vs VEN,1991,1991,1,4,0.0,Clay,5,7,Pedro Rebolledo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: CHN vs KAZ,2002,2002,1,4,0.0,Hard,5,4,Alexey Kedryuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: CIV vs BLR,1998,1998,1,4,0.0,Hard,5,9,Max Mirnyi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: CIV vs EGY,1991,1991,1,4,0.0,Hard,5,7,Clement Ngoran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: CIV vs ZIM,1988,1988,1,4,0.0,Hard,5,5,Clement Ngoran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: COL vs BAH,1991,1991,1,4,0.0,Clay,5,7,Mauricio Hadad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: COL vs CAN,1994,1994,1,4,0.0,Clay,5,3,Sebastien Lareau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: COL vs PER,1997,1997,1,4,0.0,Clay,5,4,Miguel Tobon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: COL vs URU,2002,2002,1,4,0.0,Clay,5,4,Federico Dondo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: COL vs VEN,1992,1992,1,4,0.0,Clay,5,3,Nicolas Pereira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: CUB vs CHI,1989,1989,1,4,0.0,Hard,5,4,Ricardo Acuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: CUB vs ECU,1990,1996,7,6,0.0,Hard,5,4,Mario Tabares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: CUB vs MEX,1999,1999,1,4,0.0,Hard,5,7,Lazaro Navarro Batles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: CUB vs URU,1988,1988,1,4,0.0,Hard,5,4,Victor Caldarelli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: ECU vs GUA,1995,1995,1,4,0.0,Clay,5,3,Andres Gomez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: ECU vs PUR,1993,1993,1,4,0.0,Clay,5,3,Andres Gomez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: EGY vs UKR,1995,1995,1,4,0.0,Clay,5,9,Andrei Medvedev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: FIN vs POL,1997,1997,1,4,0.0,Hard,5,9,Bartlomiej Dabrowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: GBR vs EGY,1996,1996,1,4,0.0,Grass,5,9,Greg Rusedski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: GHA vs CMR,1989,1989,1,4,0.0,Hard,5,6,Kojo Atiso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: GHA vs SLO,1994,1994,1,4,0.0,Hard,5,9,Frank Ofori,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: GRE vs DEN,2001,2001,1,4,0.0,Clay,5,9,Kristian Pless,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: GRE vs MON,1989,1989,1,4,0.0,Clay,5,6,Konstantinos Effraimoglou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: GRE vs POL,1988,1988,1,3,0.0,Clay,5,6,George Kalovelonis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: GRE vs SLO,2000,2000,1,4,0.0,Clay,5,10,Marko Tkalec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: GUA vs MEX,2000,2000,1,4,0.0,Hard,5,4,Alejandro Hernandez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: GUA vs VEN,2001,2001,1,4,0.0,Hard,5,4,Jose De Armas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: HAI vs VEN,1998,1998,1,4,0.0,Clay,5,7,Ronald Agenor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: HKG vs SRI,1991,1991,1,4,0.0,Hard,5,7,Umesha Wallooppillai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: HKG vs TPE,1990,1990,1,4,0.0,Hard,5,6,Mark Bailey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: HUN vs DEN,1999,1999,1,3,0.0,Clay,5,9,Gergely Kisgyorgy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: INA vs PHI,1999,1999,1,4,0.0,Hard,5,4,Bryan Juinio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: IRI vs CHN,1993,1993,1,4,0.0,Clay,5,3,Jia Ping Xia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: IRI vs PAK,1998,1998,1,4,0.0,Clay,5,7,Muhammad Khaliq Siddiq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: IRI vs THA,1994,1999,6,8,0.0,Clay,5,3,Mansour Bahrami,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: IRI vs TPE,1997,1997,1,4,0.0,Clay,5,4,Mansour Bahrami,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: IRL vs NOR,1988,1988,1,4,0.0,Grass,5,6,Bent Ove Pedersen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: JAM vs VEN,1988,1988,1,4,0.0,Hard,5,4,Doug Burke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: JPN vs KOR,1983,1983,1,4,0.0,Hard,5,5,Tsuyoshi Fukui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: KEN vs MAR,1989,1989,1,4,0.0,Clay,5,6,Khalid Outaleb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: KEN vs NGR,1991,1991,1,4,0.0,Clay,5,7,Paul Wekesa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: LAT vs MAR,1994,1994,1,4,0.0,Hard,5,9,Hicham Arazi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: LIB vs HKG,2001,2001,1,4,0.0,Clay,5,4,Michael Brown B395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: LIB vs THA,1997,1997,1,4,0.0,Hard,5,4,Jicham Zaatini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: LUX vs BEL,1989,1989,1,4,0.0,Hard,5,6,Xavier Daufresne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: LUX vs ISR,2001,2001,1,4,0.0,Clay,5,9,Harel Levy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: LUX vs SLO,2002,2002,1,4,0.0,Hard,5,9,Mike Scheidweiler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: LUX vs TUR,1991,1991,1,4,0.0,Hard,5,6,Johnny Goudenbour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: MAR vs EGY,1988,1988,1,4,0.0,Clay,5,5,Ahmed El Mehelmy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: MAR vs POL,1999,1999,1,4,0.0,Clay,5,9,Hicham Arazi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: MAR vs TOG,1990,1990,1,4,0.0,Clay,5,6,Mohamed Ridaoui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: MAS vs INA,2000,2000,1,4,0.0,Hard,5,4,Suwandi Suwandi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: MAS vs THA,1992,1992,1,4,0.0,Hard,5,3,Adam Malik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: MAS vs TPE,2001,2001,1,4,0.0,Hard,5,4,Yen Hsun Lu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: NOR vs CIV,2002,2002,1,4,0.0,Clay,5,9,Stian Boretti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: NOR vs GRE,1991,1991,1,4,0.0,Clay,5,6,Christian Ruud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: PAK vs BAN,1989,1989,1,4,0.0,Clay,5,6,Hamed Ul Haq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: PAK vs TPE,2002,2002,1,4,0.0,Grass,5,4,Aisam Ul Haq Qureshi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup G2 SF: PAK vs UZB,1996,1996,1,4,0.0,Grass,5,4,Dmitri Tomashevich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
